,urn,title,authors,year
4577,URN:NBN:no-nb_digibok_2012031308156,Cappelens norskverk. 6 : Grunnbok for 6. skoleår,"Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne",1973
2013,URN:NBN:no-nb_digibok_2008090800108,Cappelens norskverk : grunnbok for ... skoleår : [bokmål] : Emnehefte D Studieteknikk,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1973
3541,URN:NBN:no-nb_digibok_2012042308073,Med orda på jorda. 3 : Arbeidshefte Skap og skriv,"Vormeland , Sigrun / Strøm , Tonje",1973
3610,URN:NBN:no-nb_digibok_2012041808052,Cappelens norskverk : grunnbok for ... skuleår : [nynorsk] : Lærarrettleiing 2. og 3. skuleår,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1973
3897,URN:NBN:no-nb_digibok_2009010704124,Morsmålet : norsklære for ungdomsskulen. 1,"Fossestøl , Bernt / Torvik , Ingvald / Lundeby , Einar",1973
4444,URN:NBN:no-nb_digibok_2008081200058,By og land : aktivitetshefte i o-fag og norsk,"Dugstad , Bodil Skjånes / Haukland , Astrid",1973
3682,URN:NBN:no-nb_digibok_2012070408078,Norsk i dag : Lærerens bok,"Gundersen , Dag / Hansen , Bjørn",1973
3661,URN:NBN:no-nb_digibok_2012031308127,Bilder og situasjoner,"Røe , Bjørg / Storve , Anne-Marie",1973
3906,URN:NBN:no-nb_digibok_2012042008044,Da klokka klang : begynnerbok i lesning,"Aga , Elsa / Thaugland , Calli / Halvorsen , Hanne",1973
2545,URN:NBN:no-nb_digibok_2012041008135,Med sang og spill 2,"Dahl , Mathias",1973
1043,URN:NBN:no-nb_digibok_2009013004052,Thorbjørn Egners lesebøker : stillelesningsoppgaver. 6 : Det var en gang,"Egner , Thorbjørn / Gjerdrum , Anne-Lise",1973
3851,URN:NBN:no-nb_digibok_2008082700048,Med orda på jorda : På ein gard,"Strøm , Tonje / Vormeland , Sigrun",1973
961,URN:NBN:no-nb_digibok_2008082200082,Med orda på jorda. 3 : Arbeidshefte Skap og skriv,"Vormeland , Sigrun / Strøm , Tonje",1973
252,URN:NBN:no-nb_digibok_2008072500038,Fremmedord : arbeidsbok med selvinstruerende og selvkontrollerende øvinger,"Knappen , A. E.",1973
1775,URN:NBN:no-nb_digibok_2012031908133,Med orda på jorda. 1 : Lærerveiledning,"Strøm , Tonje / Vormeland , Sigrun",1973
3088,URN:NBN:no-nb_digibok_2009012900080,Cappelens norskverk : grunnbok for ... skuleår : [nynorsk] : Kontrolloppgåver,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1973
4595,URN:NBN:no-nb_digibok_2012051808025,Leser du bøker? en veiledning for unge lesere : forsøkstekst,"Senje , Sigurd / Senje , Cathrine",1973
1486,URN:NBN:no-nb_digibok_2012071208119,"Cappelens norskverk : grunnbok for ... skuleår : [nynorsk] : Emnehefte D Grammatikk : setningar, adjektiv, personlege pron","Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1973
4186,URN:NBN:no-nb_digibok_2012033008005,Med orda på jorda : Arbeidshefte Du og jeg,"Strøm , Tonje / Vormeland , Sigrun",1973
266,URN:NBN:no-nb_digibok_2012042708093,Med orda på jorda : Vann,"Strøm , Tonje / Vormeland , Sigrun",1973
4594,URN:NBN:no-nb_digibok_2012041608104,Skriftforming. 3 : Arbeidshefte,"Moriggi , Sigrun Nygaard / Arnesen , Jakob Rask",1973
4622,URN:NBN:no-nb_digibok_2017070707035,God nynorsk : lærebok for gymnaset tilrettelagd for sidemålsundervisninga,"Hellevik , Alf",1973
4512,URN:NBN:no-nb_digibok_2012041008139,Cappelens norskverk : grunnbok for ... skoleår : [bokmål] : Emnehefte E Studieteknikk,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1973
1452,URN:NBN:no-nb_digibok_2012070408081,Studieteknikk. 1 : Fasit,"Jørgensen , Per / Vangberg , Sverre",1973
153,URN:NBN:no-nb_digibok_2012060508033,Jeg leser og skriver. 3 : Grammatikk,"Hannevik , Solveig / Gjerdrum , Anne-Lise",1973
3027,URN:NBN:no-nb_digibok_2008082200087,Med orda på jorda. 2 : Arbeidshefte Tid,"Sørhuglen , Marit / Jørgensen , Vesla / Strøm , Tonje / Vormeland , Sigrun",1973
643,URN:NBN:no-nb_digibok_2012041808110,Kva las du no : arbeidsheftet. H. 2 : Øvingar i stillelesing,"Dahl , Asta Holter",1973
1439,URN:NBN:no-nb_digibok_2012033008047,"Arbeidsbok i norsk : grammatikk, skiljeteikn, rettskriving, analyse : for ungdomsskolar, yrkesskolar o.fl : Svarhefte til arbeidsbok i norsk","Myrberget , Simon",1973
2228,URN:NBN:no-nb_digibok_2009012700016,Thorbjørn Egners lesebøker : stillelesningsoppgaver. 5 : Hav og hei,"Egner , Thorbjørn / Gjerdrum , Anne-Lise",1973
4797,URN:NBN:no-nb_digibok_2012041308161,Litteratur : utdrag. 1,,1973
3199,URN:NBN:no-nb_digibok_2012050708218,Studieteknikk. 1 : Prøver,"Jørgensen , Per / Vangberg , Sverre",1973
147,URN:NBN:no-nb_digibok_2008090900013,Cappelens norskverk : grunnbok for ... skoleår : [bokmål] : Emnehefte D Fasit til emnehefter D-serien,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1973
9,URN:NBN:no-nb_digibok_2008081204023,"Tanker i tid og rom : filosofisk og annet tankestoff for gymnasiaster, elever ved folkehøyskoler og lærerskoler, studiegrupper og andre interesserte","Wilkens , Maria Anette / Breivega , Ola",1973
136,URN:NBN:no-nb_digibok_2008061201019,Muntlig og skriftlig : praktisk språkforming. 2,"Solheim , Bjørn Elling / Tjeltveit , Njål",1973
3160,URN:NBN:no-nb_digibok_2008082200081,Med orda på jorda. 2 : Arbeidshefte Tid,"Sørhuglen , Marit / Jørgensen , Vesla / Strøm , Tonje / Vormeland , Sigrun",1973
2483,URN:NBN:no-nb_digibok_2012030208028,Språklære. 1 : Nye veier i grammatikken,"Røstad , Pål Olav",1973
3117,URN:NBN:no-nb_digibok_2012041208075,Cappelens norskverk : grunnbok for ... skoleår : [bokmål] : Grunnbok for 6. skoleår,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1973
3116,URN:NBN:no-nb_digibok_2008090200006,Cappelens norskverk : grunnbok for ... skoleår : [bokmål] : Emnehefte D Språklære,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1973
3786,URN:NBN:no-nb_digibok_2012042008040,Den fjerde nattevakt,"Falkberget , Johan",1973
879,URN:NBN:no-nb_digibok_2012051608070,Cappelens norskverk : grunnbok for ... skoleår : [bokmål] : Emnehefte E Språklære,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1973
4195,URN:NBN:no-nb_digibok_2008082700039,Med orda på jorda : Vatn,"Strøm , Tonje / Vormeland , Sigrun",1973
1237,URN:NBN:no-nb_digibok_2012041608024,"Cappelens norskverk : grunnbok for ... skoleår : [bokmål] : Emnehefte D Grammatikk : setninger, adjektiv, personlige pron","Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1973
4572,URN:NBN:no-nb_digibok_2012051808168,Ordmoro : lærerveiledning,"Vormeland , Sigrun",1973
4204,URN:NBN:no-nb_digibok_2012041908079,Jeg leser og skriver. 7 : Norskhefte,"Gjerdrum , Anne-Lise",1973
1599,URN:NBN:no-nb_digibok_2009012004165,Cappelens norskverk : grunnbok for ... skoleår : [bokmål] : Emnehefte E Fasit til emnehefter E-serien,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1973
2862,URN:NBN:no-nb_digibok_2008082700038,Med orda på jorda : Tid,"Strøm , Tonje / Vormeland , Sigrun",1973
2869,URN:NBN:no-nb_digibok_2012041308035,Litteratur : dokumentarlitteratur og sakprosa : forsøkstekst,,1973
1839,URN:NBN:no-nb_digibok_2012032609003,Skriftforming. 1 : Lærerveiledning til,"Moriggi , Sigrun Nygaard / Arnesen , Jakob Rask",1973
1584,URN:NBN:no-nb_digibok_2008082200086,Med orda på jorda. 1 : Arbeidshefte På ein gard,"Sørhuglen , Marit / Strøm , Tonje / Vormeland , Sigrun",1973
1581,URN:NBN:no-nb_digibok_2012051808009,Cappelens norskverk : grunnbok for ... skuleår : [nynorsk] : Emnehefte D Språklære,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1973
112,URN:NBN:no-nb_digibok_2012030508129,Litteratur : noveller. 1,,1973
4576,URN:NBN:no-nb_digibok_2012033008052,Med orda på jorda : Tid,"Strøm , Tonje / Vormeland , Sigrun",1973
680,URN:NBN:no-nb_digibok_2012041608022,Studieteknikk. 1 : Elevhefte,"Jørgensen , Per / Vangberg , Sverre",1973
1576,URN:NBN:no-nb_digibok_2012041308181,Vi trenger hverandre : aktivitetshefte i o-fag og norsk,"Dugstad , Bodil Skjånes / Haukland , Astrid",1973
4688,URN:NBN:no-nb_digibok_2009042200047,Cappelens norskverk : grunnbok for ... skuleår : [nynorsk] : Emnehefte D Studieteknikk,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1973
2576,URN:NBN:no-nb_digibok_2021120658041,Cappelens norskverk : grunnbok for ... skoleår : [bokmål] : Firkort Sj-lyden,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1973
3878,URN:NBN:no-nb_digibok_2012031908117,Med orda på jorda. 1 : Lærarrettleiing,"Strøm , Tonje / Vormeland , Sigrun",1973
3378,URN:NBN:no-nb_digibok_2012041908081,Med sang og spill 2 : Melodi og rytme 2 : lærerveiledning til,"Dahl , Mathias",1973
4232,URN:NBN:no-nb_digibok_2012060108016,Cappelens norskverk : grunnbok for ... skoleår : [bokmål] : Emnehefte E Grammatikk : analyse,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1973
1197,URN:NBN:no-nb_digibok_2008061600091,"Fortelling, intervju, brev, foredrag","Eckroll , Yngvar / Gundersen , Dag / Hansen , Bjørn",1973
34,URN:NBN:no-nb_digibok_2008082700047,Med orda på jorda : Du og eg,"Strøm , Tonje / Vormeland , Sigrun",1973
3982,URN:NBN:no-nb_digibok_2012051808139,Godt språk : Emnehefte i norsk for ungdomsskolen,"Gundersen , Dag / Hansen , Bjørn",1973
4410,URN:NBN:no-nb_digibok_2015112508327,Cappelens norskverk : grunnbok for ... skuleår : [nynorsk] : Emnehefte E Språklære,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1974
2070,URN:NBN:no-nb_digibok_2009080401082,Jeg leser og skriver. 2 : Kontrollprøvehefte,"Gjerdrum , Anne-Lise",1974
63,URN:NBN:no-nb_digibok_2009070100039,Les og skriv rett. 1 : Forenklingar og forvekslingar : øvingar i lydanalyse,"Gulseth , Ivar M.",1974
3832,URN:NBN:no-nb_digibok_2013060406061,Thorbjørn Egners lesebøker : stillelesingsoppgåver. 5 : Hav og hei,"Egner , Thorbjørn / Gjerdrum , Anne-Lise",1974
2707,URN:NBN:no-nb_digibok_2009061904034,Lille Mops og månen,Elzbieta,1974
208,URN:NBN:no-nb_digibok_2014052106039,Skriftforming. 2 : Lærerveiledning til,"Moriggi , Sigrun Nygaard / Arnesen , Jakob Rask",1974
1830,URN:NBN:no-nb_digibok_2009012004136,Cappelens norskverk : grunnbok for ... skuleår : [nynorsk] : Grunnbok for 6. skuleår,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1974
219,URN:NBN:no-nb_digibok_2008072504002,Rett ord på rett stad : grunnbok : Arbeidsbok,"Knappen , A. E.",1974
19,URN:NBN:no-nb_digibok_2013043005031,Cappelens norskverk : grunnbok for ... skoleår : [bokmål] : Lærerveiledning For 4.-6. skoleår,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1974
2593,URN:NBN:no-nb_digibok_2008082700042,Med orda på jorda : I byen,"Strøm , Tonje / Vormeland , Sigrun",1974
4346,URN:NBN:no-nb_digibok_2009070100040,Les og skriv rett. 3 : Dobbelt medlyd : øvingar med dobbelt medlyd,"Gulseth , Ivar M.",1974
1798,URN:NBN:no-nb_digibok_2009062200045,Lille Mops ved sjøen,Elzbieta,1974
328,URN:NBN:no-nb_digibok_2008061204017,Studieteknikk. 2 : Fasit,"Jørgensen , Per / Vangberg , Sverre",1974
355,URN:NBN:no-nb_digibok_2008082700040,Med orda på jorda : Ut og inn i naturen,"Strøm , Tonje / Vormeland , Sigrun",1974
3758,URN:NBN:no-nb_digibok_2014030707127,Språklære. 2 : Nye veier i grammatikken,"Røstad , Pål Olav",1974
935,URN:NBN:no-nb_digibok_2008092904015,"Les og skriv rett. 9 : D, nd, ld, rd : øvinger med stum d","Gulseth , Ivar M.",1974
3746,URN:NBN:no-nb_digibok_2013010806004,Rettskrivning,"Bandlien , Oskar / Røstad , Pål Olav",1974
951,URN:NBN:no-nb_digibok_2008071500024,Vi treng kvarandre : aktivitetshefte i o-fag og norsk,"Dugstad , Bodil Skjånes / Haukland , Astrid",1974
848,URN:NBN:no-nb_digibok_2013010906278,Skriftforming. 1 : Arbeidshefte,"Moriggi , Sigrun Nygaard / Arnesen , Jakob Rask",1974
85,URN:NBN:no-nb_digibok_2009021000082,"Fra muntlig til skriftlig : studie- og oppgavebok i norsk: å snakke med hverandre, å skrive til hverandre, å lide urett, å være vellykket","Johnsen , Egil Børre / Solheim , Bjørn Elling",1974
2063,URN:NBN:no-nb_digibok_2008061304081,Studieteknikk. 2 : Elevhefte,"Jørgensen , Per / Vangberg , Sverre",1974
2044,URN:NBN:no-nb_digibok_2008102204099,Med orda på jorda : I byen,"Strøm , Tonje / Vormeland , Sigrun",1974
2706,URN:NBN:no-nb_digibok_2013012907028,Fi-fi og Fo-fo i Mosikos. 6 : Når snøen faller i Mosikos,"Thaugland , Calli",1974
3068,URN:NBN:no-nb_digibok_2013011106029,Skriftforming. 2 : Arbeidshefte,"Moriggi , Sigrun Nygaard / Arnesen , Jakob Rask",1974
4259,URN:NBN:no-nb_digibok_2008061600127,"Formøving. 2b : Intervju, debatt, brev og fullmakter, rapport","Gundersen , Dag",1974
3237,URN:NBN:no-nb_digibok_2016033008069,Snakker du norsk?,"Arnestad , Inger Helene / Hvenekilde , Anne",1974
4267,URN:NBN:no-nb_digibok_2013012407187,"Emne, stoff, stil : studie- og oppgavebok i norsk : språkforståelse, litteraturkunnskap, stilskrivning","Johnsen , Egil Børre / Solheim , Bjørn Elling",1974
3496,URN:NBN:no-nb_digibok_2012091706049,Læsebog for folkeskolen,"Rolfsen , Nordahl / Rolfsen , Nordahl",1974
741,URN:NBN:no-nb_digibok_2013012907025,Fi-fi og Fo-fo i Mosikos. 3 : Det blåser et horn i skogen : lørdagskos i Mosikos,"Thaugland , Calli",1974
4255,URN:NBN:no-nb_digibok_2016041248008,Cappelens norskverk : grunnbok for ... skuleår : [nynorsk] : Emnehefte E Studieteknikk,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1974
4055,URN:NBN:no-nb_digibok_2013120605030,Barn i byen,"Sande , Hans / Fraas , Gro",1974
2431,URN:NBN:no-nb_digibok_2016041448077,Cappelens norskverk : grunnbok for ... skuleår : [nynorsk] : Emnehefte E Grammatikk : analyse,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1974
1595,URN:NBN:no-nb_digibok_2013062005167,Studieopplæring,"Christofersen , Jon",1974
3438,URN:NBN:no-nb_digibok_2013012907026,Fi-fi og Fo-fo i Mosikos. 4 : Den modige Fi-Fi. Røde og blå istapper,"Thaugland , Calli",1974
481,URN:NBN:no-nb_digibok_2013012407108,Kritisk lesning,"Jørgensen , Per / Vangberg , Sverre",1974
1732,URN:NBN:no-nb_digibok_2013070906029,Thorbjørn Egners lesebøker : stillelesingsoppgåver. 6 : Det var ein gong,"Egner , Thorbjørn / Gjerdrum , Anne-Lise",1974
2907,URN:NBN:no-nb_digibok_2009070100042,"Les og skriv rett. 9 : D, nd, ld, rd : øvingar med stum d","Gulseth , Ivar M.",1974
3428,URN:NBN:no-nb_digibok_2009021704018,Jeg leser og skriver. 4 : Grammatikk,"Hannevik , Solveig / Gjerdrum , Anne-Lise",1974
1550,URN:NBN:no-nb_digibok_2008082700041,Med orda på jorda : Ut og inn i naturen,"Strøm , Tonje / Vormeland , Sigrun",1974
1531,URN:NBN:no-nb_digibok_2014052606072,Fi-fi og Fo-fo i Mosikos. 1 : Mosikos : Fo-fo kan jo svømme,"Thaugland , Calli",1974
3398,URN:NBN:no-nb_digibok_2008072200063,Slik skriver vi. A : Grunnbok i rettskrivning,"Hansen , Bjørn",1974
2945,URN:NBN:no-nb_digibok_2015052708098,Cappelens norskverk : grunnbok for ... skoleår : [bokmål] : Lærerveiledning For 4.-6. skoleår,"Gaarder , Inger Margrethe / Thaugland , Calli / Fossestøl , Bernt / Storaas , Thorleif / Tobiassen , Bjarne / Bosheim , Kari",1974
2991,URN:NBN:no-nb_digibok_2013011006011,Frå munnleg til skriftleg : studie- og oppgåvebok i norsk,"Johnsen , Egil Børre / Solheim , Bjørn Elling",1974
691,URN:NBN:no-nb_digibok_2012071905036,Språklære,"Torvik , Arne",1974
1219,URN:NBN:no-nb_digibok_2013060605035,Skriftforming. 2 : Orientering til foreldre : øvingsark for læreren : observasjonsskjemaer,"Moriggi , Sigrun Nygaard / Arnesen , Jakob Rask",1974
4272,URN:NBN:no-nb_digibok_2008072500039,Norsk : språklære for 7.-9.klasse,"Knappen , A. E. / Solheim , Bjørn Elling",1974
44,URN:NBN:no-nb_digibok_2013011005013,"Tenk på det, du : barnetekster og barnetegninger","Brattli , Anna-Karin / Vold , Karin Beate",1974
100,URN:NBN:no-nb_digibok_2014060506009,Fi-fi og Fo-fo i Mosikos. 2 : Fjernsyn i Mosikos : vemmelige TV-kryp,"Thaugland , Calli",1974
4741,URN:NBN:no-nb_digibok_2016061748047,Aschehougs litteraturutvalg for aldersgruppen 13-17. 4 : Danske og svenske tekster,"Alnæs , Jan Jørgen / Nesset , Kåre / Goplen , Arne",1974
1718,URN:NBN:no-nb_digibok_2020111207533,Visjon og virkelighet. 2 : Streiftog i norsk og europeisk diktning før 1900,"Elseth , Egil",1974
4544,URN:NBN:no-nb_digibok_2008061800070,Norsk i sammenholdte klasser : lærerveiledning 8. skoleår,,1974
1932,URN:NBN:no-nb_digibok_2008072200065,Slik skriver vi. A : Rettskrivning Tilleggsbok,"Hansen , Bjørn",1974
91,URN:NBN:no-nb_digibok_2009070100041,Les og skriv rett. 4 : Å-lyden : øvingar med lang og kort Å-lyd,"Gulseth , Ivar M.",1974
3909,URN:NBN:no-nb_digibok_2013091905085,Muffel og Plum,"Fromm , Lilo",1974
3356,URN:NBN:no-nb_digibok_2008092904019,Les og skriv rett. 4 : Å-lyden : øvinger med lang og kort Å-lyd,"Gulseth , Ivar M.",1974
2814,URN:NBN:no-nb_digibok_2008070904022,Litteratur : dokumentarlitteratur og sakprosa. 2,,1974
3566,URN:NBN:no-nb_digibok_2013012907027,Fi-fi og Fo-fo i Mosikos. 5 : En meget syk Fo-Fo,"Thaugland , Calli",1974
302,URN:NBN:no-nb_digibok_2008052804094,Norrøn kulturhistorie,"Bø , Olav / Høyland , Olav / Berg , Arne",1974
3212,URN:NBN:no-nb_digibok_2009062204041,Lille Mops og støvlene,Elzbieta,1974
4146,URN:NBN:no-nb_digibok_2015102708025,Jeg leser og skriver. 8 : Norskhefte,"Gjerdrum , Anne-Lise",1974
1352,URN:NBN:no-nb_digibok_2008082004081,Bamseheftet : tilleggshefte til Med a og b til alababa 1,"Vormeland , Sigrun / Horgen , Roar",1975
1917,URN:NBN:no-nb_digibok_2015090108054,Med orda på jorda. 7 : Arbeidshefte For hundre år sidan,"Mehus , Sofie / Strøm , Tonje / Vormeland , Sigrun",1975
3066,URN:NBN:no-nb_digibok_2012112606186,Kjøttmeisen og klatremusene,"Jansen , Mogens / Vold , Karin Beate",1975
3743,URN:NBN:no-nb_digibok_2014051306064,Vi lærer norsk : Undervisningsopplegg for elever som ikke har norsk som morsmål. 2.-9.klasse. Elevblokk,"Rogge , Gunvor",1975
4770,URN:NBN:no-nb_digibok_2009022000067,Vipa og vipe-ungen,"Jansen , Mogens / Vold , Karin Beate",1975
2484,URN:NBN:no-nb_digibok_2015032608029,Med orda på jorda. 4 : Arbeidshefte Vatn,"Hellerud , Bergliot Nettum / Jørgensen , Vesla / Strøm , Tonje / Vormeland , Sigrun",1975
2315,URN:NBN:no-nb_digibok_2013101406061,Skriftforming. 3 : Lærerveiledning til,"Moriggi , Sigrun Nygaard / Arnesen , Jakob Rask",1975
1414,URN:NBN:no-nb_digibok_2009070901065,Les og skriv rett. 2 : Forvekslingar : øvingar i å skilje mellom formlike bokstavar : oppgåver med nokre ikkje-lydrette ord,"Gulseth , Ivar M.",1975
1368,URN:NBN:no-nb_digibok_2020032607551,Med orda på jorda. 1 : Lesekort,"Strøm , Tonje / Vormeland , Sigrun",1975
2441,URN:NBN:no-nb_digibok_2013060605036,Skriftforming. 3 : Orientering til foreldre : øvingsark for læreren : observasjonsskjemaer,"Moriggi , Sigrun Nygaard / Arnesen , Jakob Rask",1975
4672,URN:NBN:no-nb_digibok_2013012206009,Jeg leser og skriver. 5 : Norskhefte,"Gjerdrum , Anne-Lise",1975
1407,URN:NBN:no-nb_digibok_2012062505024,"Jeg fant, jeg fant bilder","Matthis , Kjersti / Borrman , Stina / Salminen , Ester . / Källström-Eklund , Ylva / Ofsdal , Astri / Eiret , Liv-Berit / Wigforss , Vera . / Källström-Eklun , Ylva",1975
1358,URN:NBN:no-nb_digibok_2013012907021,Matti 1 : Matti : Tante Grønn,"Thaugland , Calli / Øyen , Wenche",1975
